2.389506170336179736e-01,7.298175021744789381e-01,7.917330439831616884e-01,1.581099541310229117e-01,3.646147046399927927e-01,3.929976113906080704e-01,2.163701751773130511e-01,6.931629770377112365e-02,6.905552692157547190e-01,2.733579890112111110e-01
6.136065664374924511e-01,5.193909128607897552e-01,8.573733628144603047e-01,7.013639431297601368e-01,1.411404613577329492e-01,1.592228711149124010e-02,7.014961072009391341e-01,9.974060015697783221e-01,5.017512383569503465e-01,5.782854943685489246e-02
9.338481035409021969e-01,8.262695527036857390e-01,8.879366865046631752e-01,2.102405156453674984e-01,6.834538251922707142e-01,7.063401945450505925e-01,2.290383339589389111e-01,5.250527178628727754e-02,4.858885130019696685e-01,8.566433373028219389e-01
4.574917908202315031e-01,5.882068313999097020e-01,4.266349601053429641e-01,3.569721200107901504e-01,5.377271272047744466e-01,4.931304497851902724e-01,6.484629413212785742e-01,3.307189053078345431e-01,5.697858840805812841e-01,4.162158025367520553e-01
7.515149779787395623e-01,6.821382328534831840e-01,1.461396485024253344e-01,1.010991001735862538e-01,8.353206024933108598e-01,1.250384882842593415e-01,1.910022424408740482e-01,2.884560249230254669e-01,7.317004263903058581e-01,9.640292043488517537e-01
5.125933915612767011e-01,6.780805702157767234e-01,3.061284205550844906e-01,9.280421641143873357e-01,8.330479396406423875e-01,9.158405821315561690e-01,7.605220652161545081e-01,5.208987907863731337e-01,9.916907953969977818e-02,2.786770390586823520e-02
2.703746305688981000e-01,9.501428303496952665e-01,4.522381007683989873e-01,6.321499779291163135e-01,7.939342607248622841e-02,3.450537242721671838e-01,5.596336799076974122e-01,4.902522472225155914e-01,9.317097991822919090e-01,9.587993137825241430e-01
6.841323879172145350e-01,8.552537864986695659e-01,8.240230155330755535e-01,6.118620540232573290e-01,9.512469385143356160e-01,5.082775527109636426e-01,6.250344110758108140e-01,1.736763361035263964e-01,4.459196514353193086e-01,8.973218083348832863e-01
8.305046607436341599e-01,7.860135263483580825e-01,5.804577652714248970e-01,7.170534795036987985e-01,2.726460959421342922e-01,4.490745695730107290e-01,9.519440003078217805e-01,4.649091844428372422e-01,6.976674516608215582e-01,7.544270360154811117e-01
8.806917134038706463e-01,4.151526454609916206e-01,6.363589201282626728e-02,7.274336870817206258e-01,8.524430811588666890e-01,8.712482420616995960e-02,1.255448006522074111e-01,8.875937899579476875e-01,1.028033224030538983e-01,2.567629392479333639e-01
8.656988091591782952e-01,3.149162398889584491e-01,4.201503032358087086e-01,2.413496474774127210e-01,1.701642068967710308e-01,7.465483168766934297e-01,9.177713447478879072e-01,2.208634198604322307e-01,7.446707907525222936e-01,3.277297910913891110e-01
5.392053596939360149e-01,1.213285720658485722e-01,5.096925759066242012e-01,2.279043447310640236e-01,3.574608982519518197e-01,4.661546227816965038e-01,5.727171343448788088e-01,2.276885947953510847e-01,5.849085191454040933e-01,7.613897998305592107e-01
9.454070672229076822e-01,7.142542273434298039e-01,2.522446643546560896e-02,4.908377655451298116e-01,1.744240469718418840e-01,4.408340072033034573e-02,8.746594289493768715e-01,4.898768557474240115e-01,7.722604123304815937e-01,6.435174897701927410e-01
3.630201429105384126e-01,9.967379331464760739e-01,8.655544666827578171e-01,4.878615135562439642e-01,5.460525299992688986e-01,6.547618434121901254e-01,7.351703224173820050e-01,2.564298411870260530e-01,7.051472971454147975e-01,5.600888410419648800e-01
5.515651567213902817e-01,3.743066393816247839e-01,1.208627580015830816e-03,6.211440032101510633e-01,2.138700908209018037e-01,3.600523747508067585e-01,5.750506365528035291e-01,7.668028660890462422e-01,6.871355707793256329e-01,9.645610501618411270e-01
9.914109195699030153e-01,3.010893833603472958e-01,2.237467464525562111e-01,9.079722594664408897e-01,8.791660137244314832e-01,3.510139055316416901e-01,7.042101459703900002e-01,2.381660877240543428e-02,9.885354538288573245e-01,8.631543588426756619e-01
9.388029392410582874e-01,5.755382524418420909e-01,1.932060767746816010e-01,5.024859888466277624e-01,7.648682985803019196e-01,4.050225396791864441e-01,7.502424852608127193e-01,6.150152884549194843e-01,4.840391897576498126e-01,2.135928566235235637e-01
5.227845428908584058e-01,5.280669374572330987e-01,3.286574595708344759e-01,6.540083582913335247e-01,1.980021303889502038e-01,7.778455489651515675e-01,9.333219171148335880e-01,8.064671695984723110e-01,7.254003174661858289e-01,8.458797681145411307e-01
2.941494564451687665e-01,7.524890159146430113e-01,1.175944378512211452e-01,9.888496598136677918e-01,6.430753900489448727e-01,6.049053492575056090e-01,8.605310446829425031e-01,9.645011645995719141e-01,9.929054816737091782e-01,4.088069476915523470e-01
2.064214413990568264e-01,7.135833354056630995e-02,4.370493111614375259e-01,1.664646967557857904e-01,5.840948069762055272e-01,8.241804823481808651e-01,3.996883846613734637e-01,9.221842864196432288e-01,4.113176412780615854e-01,7.584108088339452936e-01
6.966586199393192125e-01,9.730610880502803539e-01,3.325502412927251461e-01,4.246379508172325457e-01,6.322103426449010577e-01,7.270621924553242188e-01,8.081632621684362583e-01,8.290082862777736761e-02,6.584809922211164457e-01,3.204906301811764058e-01
1.860232974754324475e-01,5.457407093047145219e-01,9.702330417362721171e-01,7.106302558463741814e-01,5.048917523951103048e-01,1.971953143457397806e-01,4.920372172103839592e-01,2.703033396118327270e-01,2.135092423570855713e-01,5.821876567883053077e-01
8.779934607869191998e-01,2.780237929861264501e-01,1.938415234778412266e-01,9.705245331248181229e-01,5.447984323554144748e-01,6.173482185212048057e-01,4.832803569255748055e-01,5.986441765233645462e-01,3.355232954000274548e-01,8.374402626231005620e-01
8.437414872330251114e-01,6.810270781550196162e-01,8.928791105833679964e-01,8.205439513434997778e-02,1.532576304521375832e-01,5.691682198888179389e-01,2.971362554518219845e-02,1.074660536712510606e-01,2.805608262320369306e-02,3.557780956357925461e-02
3.971232100081539818e-01,3.716423869141165515e-01,3.462218943120441983e-01,7.157276464350305067e-01,2.662595009130722667e-01,3.729783745225059288e-01,9.846342901669361547e-01,1.410831250818626037e-01,6.100178633079759161e-01,9.977905239940187965e-02
5.538158631088451189e-01,1.265940506777153418e-01,5.116380347338377321e-01,4.422484873966985308e-01,9.925862243031229326e-01,1.838602374363104142e-01,1.163036604031982835e-01,1.420672819484856131e-01,8.998618068888991628e-01,7.107799480128863534e-01
6.367780949071334406e-01,2.241854346753875404e-01,6.096913063963664836e-01,2.231913511701163477e-01,5.080167324420279407e-01,5.024877980863086124e-01,6.568400202500995766e-01,1.149640927390437328e-01,7.758794892800499055e-01,3.986922853752427054e-01
8.387016326658943699e-01,7.094959786199448448e-01,4.927082059533454128e-01,7.575296524959154176e-01,5.234423146177801245e-01,6.505807322705365880e-01,3.345284088112085996e-01,4.551128910199396804e-01,6.049503484816362020e-01,1.724262201058988087e-01
7.383196199354935541e-01,3.966443044293598286e-01,3.157277282774136884e-01,5.301961222243555261e-01,7.609657348275170596e-01,7.876855271859882768e-01,9.534318580919773911e-01,7.838427986424678640e-01,3.872270889794671156e-02,8.921273568716522329e-01
8.545297061803120986e-01,3.906374570514592470e-02,5.530160863458427611e-01,8.473872925219930741e-01,6.277585690589000400e-01,2.269466203174738128e-01,1.621760605130525557e-01,6.471377869498449176e-01,5.189676271366044924e-01,9.193994812550588813e-01
2.741972213453846008e-01,3.285797844444737770e-01,4.925107719154071528e-01,9.911239255654330504e-01,3.078644558057087588e-01,6.442808063244410688e-01,8.757122093428112430e-01,1.633347950058650078e-03,1.046246856664431180e-01,4.999862691043329699e-01
7.710496182594582804e-01,5.397216021281427967e-01,8.645864424856707364e-01,4.636643684834740320e-03,1.695686951058446024e-01,3.741739881991470451e-01,4.081450822067715922e-01,3.192039686277355903e-01,3.243068083351030584e-01,5.509611023580687217e-01
4.195358909913472489e-01,2.377590357686436562e-01,7.175938819668414848e-02,6.786015196393646587e-01,8.515334404630876541e-01,8.010746918449367371e-01,7.599660883721879312e-01,8.014989703444467262e-01,1.306491003760013037e-02,9.463919879425942705e-01
4.414153766490547248e-01,7.573131316437419214e-01,6.401740773094720671e-01,6.521710329209698953e-01,1.730102028519772128e-01,2.674588629734504508e-01,9.326593956424678034e-01,5.182301095234989052e-01,9.946898300275281990e-01,4.301350719449008597e-01
5.029745671400661644e-01,2.943416993744537580e-01,5.862755517148402484e-01,7.429595444047309982e-02,1.778896880640239431e-01,4.708213097489419852e-01,6.920018022514062839e-02,4.040090657310553279e-01,3.900975180121812880e-01,3.939594653870670538e-01
9.955231979006058385e-01,7.112623064546572671e-01,5.787146830701405120e-01,8.726212335201405379e-01,6.117299175716065518e-01,9.414482289784076308e-02,7.000487544837363796e-02,1.122390911208209774e-01,6.945106448432577517e-01,3.413179381138553570e-01
9.959420452688534375e-01,5.567801807414537452e-01,9.659173422481037719e-02,9.914553722393698587e-01,6.930596193211139289e-01,2.732782976144033649e-01,8.430494058849137273e-01,9.238132752617606025e-01,4.037891459196552013e-02,6.953453113793799378e-01
7.045174726867786674e-01,4.042466839233860298e-01,1.127195597272929728e-01,6.637145000050574950e-01,3.605393016924020033e-01,9.098832811229481399e-01,6.047730501722162755e-01,3.617050544090461006e-02,6.039225026420702580e-02,2.076567415950174578e-01
5.873017581099393425e-01,5.894615097252112745e-01,2.551918339474932296e-01,8.677864523098591798e-01,1.293094981442702851e-01,1.676804712898390948e-01,4.638036137913879031e-01,4.763114761603031155e-01,7.976420564193308360e-01,5.210054598837506878e-01
3.891331555157765409e-01,8.990165444019511121e-01,6.826760291526204893e-01,2.898077324856309644e-01,2.764940837238397675e-01,6.396901164082331448e-01,8.437187455443702078e-01,9.621962101151482205e-02,2.710858983537288713e-01,2.788405300335191628e-01
4.490614381356123896e-01,9.976504534014961623e-01,4.728400800395712311e-01,4.820863550313551071e-01,2.285906370074449745e-01,4.164654203527757836e-01,2.326820168079033468e-01,5.887941142665283900e-01,1.111233450086819285e-01,8.163523897355067227e-01
8.772790196087382197e-01,5.833511804586150040e-01,1.315894989077663890e-01,4.012797941577795902e-01,5.772671650324039394e-01,8.258388422319398181e-01,7.437372819312304539e-01,1.191642821144928144e-01,2.053646686753096695e-02,7.495621714644192801e-01
4.996793249079677368e-01,1.796574298571301798e-01,2.721158462787232057e-01,2.361384708181053504e-01,4.970264250177720555e-01,7.521599567676100495e-01,4.966622951870323099e-01,7.688056798190684438e-01,5.968071893294137897e-01,1.957561391120066219e-02
3.587469123348409061e-01,5.817351968387275418e-01,2.779517749964657281e-01,6.854716913133482858e-01,6.901458833418682159e-01,9.085661794712592831e-01,5.233974149716980051e-02,1.332373143824928663e-01,3.990621495226748250e-01,6.737279902907142848e-01
8.449785686673455531e-01,5.375058676006146952e-01,1.901027953153866523e-02,5.089285793620468290e-01,2.353764946152603343e-02,5.712683295675846651e-02,9.701598661393882050e-01,4.442775774467194738e-01,4.496050222461870360e-01,1.049352116032464810e-01
7.291248398112841755e-01,5.521850936220800143e-01,4.605637842894151346e-01,8.541820920492116942e-01,2.316106278446543598e-01,6.356836692055620741e-01,6.300748844457205733e-01,6.222249430049262564e-01,6.075870075795604119e-01,9.215509601366576042e-01
1.942704790116811520e-01,6.891809612616144332e-01,9.363337787429433234e-01,3.882934360788571349e-01,8.853241679936646458e-01,7.502705186107273549e-01,5.377995527833800971e-03,6.451244983417346868e-01,6.831214591542199566e-01,1.356100524317443989e-01
9.117431724127443848e-01,4.254823440892805397e-01,8.179718298447435920e-02,6.868902939739830460e-01,5.017026077059777434e-01,6.670482155321030282e-01,7.920080359585515151e-01,7.184567823807533893e-01,4.881232864046554099e-01,8.879704085099048294e-01
2.267204554986025355e-01,7.530127657788453499e-01,2.473605907041074303e-01,8.873516394080326330e-01,6.219797192356942839e-01,6.043625318070506847e-01,7.623843530395902901e-01,9.694271210613903955e-01,2.958022688328454386e-03,8.303503251594498424e-01
7.738922227161814105e-01,1.759046270920342492e-01,3.884732684825527027e-01,9.482022732412489496e-01,8.852950385109854547e-01,6.316319039232598520e-02,3.308663224479999609e-01,6.760134381132171244e-01,8.324561096898849266e-01,8.075177075043438180e-01
